Created at,Visitor ID,Session ID,Labels,URLs,Device type,Top task,"Hva kom du til nettsiden for?","Annet: Hvorfor kom du til nettsiden?","Fikk du gjort det du kom for? ","Hvem besøker du nettsiden som nå?","Annet: Hvem besøker du nettsiden som nå?","Hva hindret deg i å få gjort det du kom for","Annet: Hva hindret deg i å få gjort det du kom for?","Hva gjør du for å få fullført det du skulle?","Har du noe mer å dele med oss?"
"07. Oct 2025 12:06:07",01K6Z8ZSYG904Q53DSFNBM55PQ,01K6Z8ZV542M9WG7PDTJ6VMQA7,,"https://minside.gramo.no/user/profile-info/tax-reports, https://minside.gramo.no/login",unknown,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,false,"Musiker / Artist som gir ut musikk selv",,"Jeg fant ikke det jeg lette etter",,"Jeg prøver igjen senere",
"16. Jun 2025 10:08:06",01JXW38YHR9J9ZYRVGQE7QKACA,01JXW38ZAPY86MXZ1VZ9X370Z6,,https://minside.gramo.no/login,desktop,Annet,Annet,,,,,,,,
"26. Jun 2025 18:26:29",01JYPQNSPHV0PW91PSJSWXABA2,01JYPQNTXN81QMZ4MDS8Z7SWJH,,https://www.gramo.no/,desktop,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,false,"Musiker / Artist",,,,,
"30. Jul 2025 14:44:57",01K1DWMMPNRMPYCMJE1DKYQKBV,01K1DWMNGBKWJ0YFY0D4MC2715,,https://minside.gramo.no/user/played-recordings,mobile,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"04. Jun 2025 09:12:31",01JWVA3XRP0NSX2XZQ1BXABTFC,01JWVA3YDV6XGBEQK07TXW8GAY,,https://www.gramo.no/kontakt#message-bedrift-team,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,false,Radio,,,,,
"31. May 2025 15:42:11",01JWC2X2GKEQM2QAW833W1CBY2,01JWKG124H6D1JM8ZG4TFX3BC3,,https://www.gramo.no/logg-inn,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"02. Dec 2025 17:36:54",,01KBG25Q75QQAYEXZ784884ERK,,https://www.gramo.no/bedrift/priskalkulator,desktop,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,false,,,,,,
"09. Aug 2025 10:24:11",01K275RV4CK098PDK0WCF2V98K,01K275RWJEX54BS1ZH0XX0RXWH,,https://www.gramo.no/bedrift/priskalkulator,desktop,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,true,"Bedrift utenfor musikkbransjen",,,,,
"25. Aug 2025 13:28:18",01K3GPHZ39M8JRB04R4QP36QF4,01K3GPJ0E2069CKF553WGK7VFP,,https://minside.gramo.no/register,desktop,"Registrere rettighetskrav","Registrere rettighetskrav",,true,"Musiker / Artist",,,,,
"21. Oct 2025 12:19:11",,01K83B8M49VB7D7NYCABP6M2ZH,,https://www.gramo.no/logg-inn,null,"Ordne med ISRC-koder","Ordne med ISRC-koder",,,,,,,,
"06. Nov 2025 07:54:26",,01K9C26DCMW5J7YWVT3EG9A9SA,,https://www.gramo.no/medlemskap/isrc-kode,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,false,"Musiker / Artist som gir ut musikk selv",,,,,
"14. May 2025 17:04:17",01JTN5HRQBHJQSZZ6DF3A3FDKY,01JTZA3FMD1TSW78VM736R0T8G,,https://www.gramo.no/kontakt#message-member-team,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"11. Nov 2025 16:23:57",,01K9SVMX0TK3C4W1B3JJ5M0W3B,,https://minside.gramo.no/user/played-recordings,mobile,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,false,,,,,,
"26. Aug 2025 23:06:15",01K3MA2EHPVDKQ8YWCNCH2QTGK,01K3MA2FB57EBM2GMA6HC24CW8,,https://www.gramo.no/medlemskap/utbetalingskalkulator,mobile,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"02. Dec 2025 09:08:11",,01KBF52464W12Q7M24SZ8WJBJA,,https://minside.gramo.no/user,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"05. Aug 2025 17:27:40",01K1XMBFYPCVVC21KG1Y6VWFGH,01K1XMBH1993MFRP22XDWHMG79,,https://www.gramo.no/,mobile,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,false,"Musiker / Artist som gir ut musikk selv",,"Innholdet var vanskelig å forstå",,"Ingen alternativ passer",
"29. Nov 2025 17:46:32",,01KB8BGZ4FE7MAR80CYB4DP1M1,,https://www.gramo.no/medlemskap/utbetalingskalkulator,mobile,"Ordne med ISRC-koder","Ordne med ISRC-koder",,,,,,,,
"23. Oct 2025 13:10:17",,01K88K0P5KAJV64FFXKJSSDPYH,,https://www.gramo.no/medlemskap/isrc-kode,null,Annet,Annet,,,,,,,,
"01. Jul 2025 22:21:11",01JZ417Z1VBFKVEABM6779WFVD,01JZ417ZVEMJ4JY71YKN1NWW84,,https://www.gramo.no/medlemskap/isrc-kode,mobile,"Ordne med ISRC-koder","Ordne med ISRC-koder",,false,,,,,,
"26. May 2025 18:47:02",01JW6Y3QKR3JPMZGVCGAGWG7CV,01JW6Y3QX2SX1KPA1GT0N0CV3R,,https://www.gramo.no/?gad_source=1&gad_campaignid=281464730&gbraid=0AAAAADjLDNaEt_V3ZrUVnPlSzd91RFNzH&gclid=Cj0KCQjwotDBBhCQARIsAG5pinNu8pOBXLLLYkCCys8c7hzD3JmMFU5W8RPHrUV4RBO1SdfwC6ibPpgaAotHEALw_wcB,desktop,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,false,,,,,,
"19. May 2025 11:20:34",01JVM4ANJHYZWVKZZCSKBF93RW,01JVM4APAENA3MC5M6BS6V2WG2,,https://www.gramo.no/bedrift/priskalkulator,desktop,Annet,Annet,,,,,,,,
"10. Sep 2025 13:27:55",01K4SWWBYB1TZM12KZGVK0AQ0S,01K4SWWCWWZNF0MKD67N0VXMS4,,https://minside.gramo.no/register,desktop,"Registrere rettighetskrav","Registrere rettighetskrav",,true,"Musiker / Artist",,,,,
"12. Sep 2025 19:22:29",01K3ZKA0WPRAPERJCV1MJAR7M2,01K4ZP0E7SRDX33NE5PXX6V2VD,,https://minside.gramo.no/user/profile-info/personal,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"01. Jun 2025 15:37:21",01JWP261EX72ND03F8ZEMSZBHT,01JWP2626CYZ0JA3SKWXMTKTN8,,https://www.gramo.no/,mobile,"Få oversikt over utbetalinger og økonomi",Annet,"Planlagte utbetalinger 2025",,,,,,,
"30. Aug 2025 09:00:52",01K3QG8S10P5AN1WXSPY5S1ZRE,01K3QG8SZ60D91C2MC1TGRGZRC,,https://www.gramo.no/medlemskap/utbetalingskalkulator,mobile,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"14. Aug 2025 14:58:23",01K2MH8MGAQ7RPBNQ3RVN32KJ0,01K2MH8N67M3HG5PFG3R6FPFTV,,https://www.gramo.no/,mobile,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,,,,,,,
"13. Jun 2025 09:05:27",01JXM8GXN3C3RZAP8WYBTW503J,01JXM8GYJ10GPGEVTGV78PAG09,,"https://minside.gramo.no/user, https://minside.gramo.no/user/profile-info/registrant-codes, https://minside.gramo.no/user/profile-info/tax-reports",mobile,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,false,"Musiker / Artist",,"Jeg fant ikke det jeg lette etter",,"Jeg prøver igjen senere",
"18. May 2025 05:55:29",01JVGZB5H5EG227R56F4JVY7RN,01JVGZB66A9B060792GPK5P90S,,https://www.gramo.no/?gad_source=1&gad_campaignid=281464730&gclid=CjwKCAjw56DBBhAkEiwAaFsG-vTCQBdjgvlZI7XiVXyG19Xxuu6HMEwaDWp_PHgXd3o299YT0qTWWhoC_FEQAvD_BwE,mobile,"Sjekke medlemsfordeler","Sjekke medlemsfordeler",,,,,,,,
"29. Oct 2025 12:23:29",,01K8QYQ5N0APXE924BBT05HRF2,,https://www.gramo.no/medlemskap/isrc-kode,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"24. Sep 2025 08:33:31",01K5XBCX8RS03HMSK047MYB0YW,01K5XBCYVWSD1FQV08T5HAWR53,,https://www.gramo.no/medlemskap/isrc-kode,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"23. May 2025 12:16:15",01JVYH41ZZWYVB0A4NGM6BPJFS,01JVYH42TN5BTWYFQ5WRMEYKWZ,,https://www.gramo.no/,desktop,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,false,"Musiker / Artist som gir ut musikk selv",,,,,
"01. Oct 2025 03:47:37",01K6EXX31NTXHNGW685R0DZ37V,01K6EXX3YAEH9GQRHNHMPY0GBN,,https://www.gramo.no/,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"26. Sep 2025 07:52:46",01K62G3TC41Y5EYXGBG1WFEH8M,01K62G3VBR5S5NV3DJM88PA6R9,,https://minside.gramo.no/user/profile-info/bank,mobile,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"07. Sep 2025 07:34:07",01K4HHF1PCCSHE4YWZ6A6AE3GP,01K4HHF3HXWDZ6G7HNMNHK5G1V,,https://minside.gramo.no/profile,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,true,"Musiker / Artist",,,,,
"04. Jun 2025 10:49:35",01JWX8XSVNYMCVHCE7JQRPR4Z3,01JWX8XV39CAE9GH3ZHC0B9JB8,,https://www.gramo.no/kontakt#message-member-team,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo",Annet,"Informere om artistnavn bytte",true,"Musiker / Artist",,,,,
"14. Sep 2025 08:01:47",01K53KVCHSDRE69G2HQ0R9B87D,01K53KVDANVF8A2TB1NESFQST1,,https://minside.gramo.no/user,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"11. Sep 2025 19:57:20",01K4X5ET624FZQ8FJ6WQ9VV5YX,01K4X5EVATMMFFDC9JZPKNCM80,,https://www.gramo.no/aktuelt/pa-nrk-dominerer-norsk-musikk,mobile,Annet,Annet,,,,,,,,
"23. Oct 2025 11:19:56",,01K88CPTX62KFENQFG3XZE0130,,https://www.gramo.no/bedrift/priskalkulator,null,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,false,,,,,,
"02. Jul 2025 09:38:27",01JZ57Z95ZXAVJD5Z1X73HDD60,01JZ57ZANGR9VWCENEP9WHZDXJ,,https://www.gramo.no/medlemskap/bli-medlem,mobile,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,,,,,,,
"24. Jun 2025 20:49:47",01JYHV2J8E4XJEZ03AENY1WVMS,01JYHV2M3QY0KHMK8QJTKPNAJZ,,https://www.gramo.no/medlemskap/isrc-kode,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,,,,,,,
"22. Sep 2025 19:47:07",01K5SF0DN48DX34D5RCZVC6A69,01K5SF0EH8YNWYDM5RZBHZVC7W,,https://www.gramo.no/medlemskap/isrc-kode,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,true,Plateselskap,,,,,
"20. Jun 2025 18:24:10",01JY793H8B9ZHFC7NJ8E43J6WR,01JY793J1RDR34XXJKN5E876KP,,https://www.gramo.no/logg-inn,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,false,"Musiker / Artist som gir ut musikk selv",,Annet,Førstegangsproblemer,"Jeg prøver igjen senere",
"02. Dec 2025 15:30:21",,01KBFTY534N9DMAVCPSZY6B6JM,,https://www.gramo.no/,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,false,,,,,,
"15. Sep 2025 18:13:03",01K5795T7560ZT3D11MWKZFQBC,01K5796MRTF8CYGAFVBDFXRBGR,,https://www.gramo.no/logg-inn,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,false,"Musiker / Artist",,"Det oppstod tekniske problemer (innlogging, skjema, feil)",,"Jeg prøver igjen senere",
"25. Aug 2025 12:55:59",01K361TX4ZGVNV4B8QQ0RYS4RF,01K361TYHWP5H4GXGQ2FKS3MS5,,https://minside.gramo.no/login,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"01. Jul 2025 09:35:03",01JYQ2YCDKPZXWPTVXSGDT7MJ7,01JYQ2YDW4X334XX84GDW2EYQX,,https://www.gramo.no/logg-inn,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"21. Sep 2025 12:48:16",01K2D6FKV88DMJBCTH6FYMAW3E,01K2D6FMJTT1CMYT57EXVY0FZN,,https://www.gramo.no/medlemskap/utbetalingskalkulator?gad_source=1&gad_campaignid=281464730&gclid=Cj0KCQjwxL7GBhDXARIsAGOcmINQNu0YMB0jCVMGn3OS1-aA3cXI-b6LHI2q1JIR42vP7zcECU3w9XUaAvQbEALw_wcB,mobile,"Registrere rettighetskrav","Registrere rettighetskrav",,true,,,,,,
"17. Sep 2025 07:03:23",01K56JC8P140QY75Y0KTXW1K0M,01K56JC9AQCMNYJDDXJCVAKVTD,,"https://minside.gramo.no/user, https://minside.gramo.no/login",desktop,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,true,,,,,,
"01. Sep 2025 19:09:15",01K43AWKQR5TPKYH7D575WB81S,01K43AWM7NQPTEXHTDR0A5J7N3,,https://minside.gramo.no/user/recordings?q=GBLWD1604413,unknown,"Registrere rettighetskrav","Registrere rettighetskrav",,,,,,,,
"04. Aug 2025 10:29:37",01K1T1FRNM1HNZ7CVJEMTS7643,01K1T1FSGN2816XY8YP6H75EYX,,https://www.gramo.no/,mobile,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,false,,,,,,
"17. Jun 2025 08:02:33",01JXYE1XRNQYWJFDSZNKS3FMFV,01JXYE1YVJH6H1GYWKCHCS59WT,,https://www.gramo.no/kontakt#message-member-team,mobile,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,false,,,,,,
"02. Sep 2025 13:45:48",01K459HSSJ3P6GTRJGRAFCHB9D,01K459HT9VHPCKSZZCSJS8043G,,https://minside.gramo.no/user/profile-info/registrant-codes?_gl=1*1kt9lxo*_ga*NDIzODU2OTQ3LjE3NTM3ODk5NTI.*_ga_F3XX7WCPBD*czE3NTY4MTk0MTYkbzEkZzAkdDE3NTY4MTk0MTkkajU3JGwwJGgw,unknown,"Ordne med ISRC-koder","Ordne med ISRC-koder",,false,"Musiker / Artist",,"Jeg fant ikke det jeg lette etter",,"Jeg tar kontakt med Gramo","Jeg sliter med å opprette ISRC kode"
"04. Jul 2025 20:14:14",01JZBGYFNKSJFB30VFDPSD205F,01JZBGYGQHYRD6N6ZGNQNX2JNF,,https://www.gramo.no/medlemskap/utbetalingskalkulator,mobile,Annet,Annet,,,,,,,,
"24. May 2025 23:35:26",01JW29NZN2YG4TFE3W59FG839X,01JW29P81JX1R1D5993VKG4RYC,,https://www.gramo.no/medlemskap/isrc-kode,mobile,"Ordne med ISRC-koder","Ordne med ISRC-koder",,,,,,,,
"02. Jun 2025 13:34:53",01JWRCDNQ49G3G90GF8G6726VC,01JWRCDPD3K45T3H10NJNYEYMC,,https://www.gramo.no/,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"03. Nov 2025 13:15:24",,01K94XPHSYFDMMKN59VH0AYRJW,,https://www.gramo.no/bedrift/priskalkulator,desktop,"Registrere rettighetskrav","Registrere rettighetskrav",,,,,,,,
"20. Sep 2025 10:03:07",01K5K95SKG02BBNBG2GCHGP84M,01K5K95TR67YYYVWN9XE8JHC1Y,,https://www.gramo.no/kontakt#message-member-team,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"20. May 2025 08:17:48",01JVPC9GNYE9ZQ9ZCY2Q8M4HDQ,01JVPC9JB2HXAZ7PCC67WNWFQV,,https://www.gramo.no/bedrift/priskalkulator,desktop,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,true,,,,,,
"29. May 2025 07:27:52",01JWDC089HGR9GWAJJD8W2XHWN,01JWDC0920WWH5KMY714R0NKF9,,https://minside.gramo.no/login,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,true,"Musiker / Artist",,,,,
"04. Dec 2025 05:45:14",,01KBKY83MW999H03FN02SRWSH5,,https://www.gramo.no/aktuelt/dette-lyttet-vi-til-i-2024,mobile,Annet,Annet,,,,,,,,
"11. Oct 2025 09:20:33",01K7992VSXSPTJX8PHYHGD58S2,01K7992WXWGYB82HZYQ1XPZ93X,,https://www.gramo.no/,desktop,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,true,Radio,,,,,
"05. Jul 2025 09:52:23",01JZCZZWJ19D32SH2XPXANBNHD,01JZCZZXE56SR8YTW16MZRF5J8,,https://www.gramo.no/medlemskap/isrc-kode,mobile,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"06. Aug 2025 08:43:41",01K1Z8S3E5J6YNYX9CC398VNC7,01K1Z8S4NZCX6DCCHFTEQDP6PC,,https://www.gramo.no/medlemskap/utbetalingskalkulator?_gl=1*1lb2t8j*_ga*MTgyODkxMzUyNy4xNzU0NDY5Nzg4*_ga_F3XX7WCPBD*czE3NTQ0Njk3ODckbzEkZzAkdDE3NTQ0Njk3ODckajYwJGwwJGgw,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"04. Jul 2025 10:24:30",01JZAFCYCV2MDCN2Q9CGKMAHN1,01JZAFCZH2G3E1CCV2S261G7AK,,https://www.gramo.no/medlemskap/utbetalingskalkulator,unknown,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"20. Oct 2025 15:34:37",,01K813TMCQYPNZCFK46A0ZPVRD,,https://www.gramo.no/medlemskap/utbetaling,null,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"14. Nov 2025 15:13:27",,01KA1EM0Z641G4ANCQ7FG8JYNJ,,https://www.gramo.no/logg-inn,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,false,"Musiker / Artist som gir ut musikk selv",,,,,
"04. Sep 2025 07:25:16",01K49SSWPZHW6VZYVP9WRW2KHX,01K49ST0HSCRNE36GDP251TBTZ,,https://www.gramo.no/aktuelt/dette-lyttet-vi-til-i-2024,mobile,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"24. Jun 2025 14:13:56",01JYH3C236Y76S97T68FYGF1V7,01JYH3C2NAJ8JNQE3J4DAV7TWV,,https://www.gramo.no/logg-inn,mobile,"Registrere rettighetskrav","Registrere rettighetskrav",,false,Plateselskap,,,,,
"28. May 2025 14:39:41",01JWBNA55AHZ00KRW49ATBG6RQ,01JWBNA67BFFAK0HADQJ8Z2DD5,,https://www.gramo.no/medlemskap/bli-medlem,mobile,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,false,"Musiker / Artist",,,,,
"25. Oct 2025 09:43:36",,01K8DBX60XWGEK30VE99YDCXAX,,https://minside.gramo.no/forgot-password,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,,,,,,,
"08. Aug 2025 13:31:35",01K24Y189RM2VDMR1BEYN5S90V,01K24Y19N4WPV8HTY6Q08F2YJM,,https://www.gramo.no/medlemskap/isrc-kode,desktop,"Registrere rettighetskrav","Registrere rettighetskrav",,,,,,,,
"03. Oct 2025 09:26:43",01K6MP8S0GN1R606J4YN553BXQ,01K6MP8T3904MCSD7VQDWDHBDA,,https://minside.gramo.no/user,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"16. Aug 2025 17:24:33",01K2SYC7W16ZW4GBJ7Y5D1YD0V,01K2SYC8FWRJRCPA4YQW891K6A,,https://www.gramo.no/logg-inn,mobile,"Ordne med ISRC-koder","Ordne med ISRC-koder",,,,,,,,
"15. Sep 2025 21:26:33",01K57M9NZFE844G2XB42A42KDQ,01K57M9PMYMGCXPK1AWE3GJDS5,,https://www.gramo.no/medlemskap/utbetalingskalkulator,mobile,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,true,"Musiker / Artist",,,,,
"04. Aug 2025 15:54:13",01K1THM28EFY1VXXC9BK16G6R4,01K1THM2W7AG9QE106VX6MW6BF,,https://www.gramo.no/logg-inn,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,true,"Musiker / Artist som gir ut musikk selv",,,,,
"18. Jul 2025 13:53:01",01K0ESZPH4CMWXK8VB860ZYWXJ,01K0ESZQQS6W1CS59JTFQ8YSMA,,https://www.gramo.no/?gad_campaignid=281464730&wbraid=ClUKCAjwvuLDBhBvEkUAAPopvXCzjL670ZdUr2y3V07Gg0JFn5wo1YYomGsMrNCiUnwi5zVM3vZu0CoIJbC6BQ7KDf58vqge_jc_LZzq4ttdCP4aAjw6,mobile,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"09. May 2025 10:51:02",01JTT9SF6XTQ99D4ZADZW1WJDA,01JTT9SFP6PBVQE5NW6V4GRV63,,https://www.gramo.no/medlemskap/utbetaling,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,false,"Musiker / Artist",,"Jeg fant ikke det jeg lette etter",,,
"26. Nov 2025 12:32:26",,01KB02BQXA2QRMFH60SY4WXRJW,,https://www.gramo.no/medlemskap/utbetalingskalkulator,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"19. Sep 2025 06:02:16",01K5G8Y7YZKEXDMVE2TX1GJYQ3,01K5G8Y8ZFK1281MR74P03QB8V,,https://www.gramo.no/logg-inn,desktop,"Sjekke eller oppdatere kontaktinformasjon","Sjekke eller oppdatere kontaktinformasjon",,false,,,,,,
"22. May 2025 15:02:18",01JTY168Q2DE574HCV8N0FTWXJ,01JVW86T3VTEADGGP3EZHGJ8SE,,https://www.gramo.no/medlemskap/utbetalingskalkulator,desktop,Annet,Annet,,,,,,,,
"12. May 2025 12:28:30",01JV27C0Z371NNKDQ4SGRQ7FGA,01JV27C1G791YBZAEWX8DAQSV7,,https://minside.gramo.no/login,desktop,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,false,Plateselskap,,"Det oppstod tekniske problemer (innlogging, skjema, feil)",,"Jeg tar kontakt med Gramo",
"15. May 2025 07:37:36",01JV9DZK3RCKTH16A8YDWHAJGN,01JV9DZKVZA58EZ5WBW4XB56HW,,https://www.gramo.no/bedrift/priskalkulator,desktop,Annet,Annet,,,,,,,,
"11. Aug 2025 09:17:06",01K2C6N8451XYBGESQ5RFH9TZ0,01K2C6N8XVQAABS3BJ71K8Y4SP,,https://minside.gramo.no/login,desktop,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"15. Jul 2025 10:29:52",01K04KR8ZJAV6M6M70T75BV0CK,01K04KRB60ZGZQDCFFGGWEX2Z7,,https://www.gramo.no/medlemskap/isrc-kode,unknown,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"10. Aug 2025 18:54:21",01K2AN9SWENPVEKE2CVRR32P36,01K2AN9V5P5B9KYJ3BX5RAF5WF,,https://www.gramo.no/,desktop,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,,,,,,,
"01. Oct 2025 10:15:57",01K6FM56JXY662WSBEHK6W9JNV,01K6FM57XD901JKEHDQV7NRRZW,,https://www.gramo.no/,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"27. May 2025 06:23:03",01JW8673EV6M1XKPGSHYBZSG30,01JW86745J82G5GBEVEFA8FMZG,Oppsigelse,https://musikkbruk.gramo.no/kunde/steg3,desktop,Annet,Annet,oppsigelse,false,"Bedrift utenfor musikkbransjen",,"Jeg fant ikke det jeg lette etter",,"Jeg tar kontakt med Gramo",
"01. Aug 2025 19:50:16",01JXDFHXQ1SFAV5C780QTTVPGK,01K1KJXGTMR1RSD310N3AY9P1W,,https://minside.gramo.no/user,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,,,,,,,
"23. May 2025 21:22:35",01JVZGCCZXWT0T8AJ9N8ASKAYP,01JVZGCDQB174WD8A344KR8ZMG,,https://www.gramo.no/logg-inn,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,true,"Musiker / Artist som gir ut musikk selv",,,,,
"06. Nov 2025 19:37:28",,01K9DAQTDQ5WQBYJ05D8YBRNRX,,https://www.gramo.no/kontakt,desktop,"Sjekke medlemsfordeler","Sjekke medlemsfordeler",,true,"Bedrift utenfor musikkbransjen",,,,,
"20. Oct 2025 11:36:54",,01K80PF65EMHCB9Q17W0F767KG,,https://www.gramo.no/medlemskap/utbetalingskalkulator,null,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,false,,,,,,
"01. Jul 2025 10:57:28",01JZ2SZ21HGGMVN3JY7XH3R1DR,01JZ2SZS612WWJKJ0M31HDT1RR,,https://musikkbruk.gramo.no/kunde/steg3,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,"Bedrift utenfor musikkbransjen",,,,,
"04. Jun 2025 00:02:13",01JWW3VK25CDYA44SPA1DFY7YH,01JWW3VM42KZG7Z7RN51NTPR5B,,https://minside.gramo.no/login,mobile,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"05. Aug 2025 01:20:12",01K1VX081H0S6ABNPSR6REM3H3,01K1VX08RZBX918Z24DDB95QVV,,https://www.gramo.no/,mobile,"Sjekke medlemsfordeler","Sjekke medlemsfordeler",,,,,,,,
"28. Aug 2025 09:28:00",01K3R00W4Z7KR6WZ8W986CJM49,01K3R00X7VT3PVHSBYEF0SJ97V,,https://www.gramo.no/logg-inn,desktop,,,,false,"Musiker / Artist som gir ut musikk selv",,,,,
"14. Aug 2025 14:42:02",01K2MGE902ZK483WQNYCC369ZE,01K2MGEADKBK57FYHF1HXG92SQ,,https://www.gramo.no/,mobile,"Registrere rettighetskrav","Registrere rettighetskrav",,false,,,,,,
"03. Jul 2025 08:49:11",01JZ7QJA4N3XN6J6D4WQF4SZ82,01JZ7QJB6MYB46J0SS959HG2VH,,https://www.gramo.no/medlemskap/utbetalingskalkulator,desktop,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"19. Nov 2025 14:48:30",,01KAE9BHVW7GMJTSJ8RTKQSDXN,,https://www.gramo.no/bedrift/oppsigelse-av-musikk-i-bedrift?_gl=1*6j69uz*_ga*MTkzNzU3NzE4MS4xNzYzNTYzNjAw*_ga_F3XX7WCPBD*czE3NjM1NjM2MDAkbzEkZzEkdDE3NjM1NjM2NDQkajE2JGwwJGgw,desktop,Annet,Annet,Avslutte,false,,,,,,
